name,nachname,email,alter,contract_type,abschlag,durchschnittVerbrauch,basisBetrag,,kWhPreis
Christine,Lenz,christine.maier@domain.com,56,STROM,90.76,2529.38,29.09,0.38
Thomas,Böhm,hoffmann.sophie@test.com,72,GAS,179.34,1231.43,14.03,0.43
Thomas,Krüger,schulz.lenz@example.com,27,GAS,177.7,3221.79,12.44,0.24
Schulz,Walter,meyer.schröder@example.com,30,GAS,156.5,2496.22,26.99,0.2
Michael,Lenz,katharina.hartmann@test.com,38,STROM,23.45,1498.68,16.22,0.33
Michael,Lenz,katharina.hartmann@test.com,38,STROM,166.82,2827.02,5.86,0.5
Michael,Lenz,katharina.hartmann@test.com,38,GAS,20.79,2649.26,41.84,0.5
Becker,Anna,wolfgang.lisa@test.com,44,GAS,146.94,3386.1,21.07,0.3
Becker,Anna,wolfgang.lisa@test.com,44,GAS,158.67,2169.19,7.91,0.32
Becker,Klein,klaus.sophie@domain.com,61,STROM,151.79,4935.11,41.28,0.37
Becker,Klein,klaus.sophie@domain.com,61,STROM,45.15,3710.34,5.52,0.29
Becker,Klein,klaus.sophie@domain.com,61,STROM,125.27,1457.97,8.26,0.23
Sarah,Böhm,sarah.marie@example.com,89,STROM,136.56,3657.08,15.17,0.24
Sarah,Böhm,sarah.marie@example.com,89,GAS,98.06,4044.05,35.7,0.34
Sarah,Böhm,sarah.marie@example.com,89,GAS,151.83,3594.95,23.1,0.42
Klaus,Krüger,schneider.lisa@example.com,28,STROM,112.81,1988.09,6.6,0.46
Daniel,Lisa,sarah.lena@example.com,79,GAS,51.43,3236.0,12.93,0.32
Daniel,Lisa,sarah.lena@example.com,79,STROM,86.07,4879.94,18.26,0.37
Klaus,Zimmermann,daniel.mia@domain.com,46,STROM,89.05,3761.55,39.76,0.43
Klaus,Zimmermann,daniel.mia@domain.com,46,GAS,182.67,2440.62,12.55,0.44
Becker,Julia,müller.laura@example.com,25,GAS,158.22,4081.13,49.32,0.31
Becker,Julia,müller.laura@example.com,25,STROM,142.82,1165.49,18.54,0.45
Peter,Hartmann,christine.laura@domain.com,84,STROM,185.76,3254.98,7.17,0.44
Wolfgang,Laura,schulz.hartmann@domain.com,55,STROM,165.11,1934.54,31.63,0.29
Wolfgang,Laura,schulz.hartmann@domain.com,55,STROM,68.99,2611.19,14.97,0.43
Wolfgang,Laura,schulz.hartmann@domain.com,55,STROM,114.6,3178.55,49.73,0.47
Hoffmann,Mia,schulz.maier@domain.com,64,STROM,98.42,4361.34,29.9,0.46
Hoffmann,Mia,schulz.maier@domain.com,64,GAS,185.86,2802.78,47.35,0.31
Hoffmann,Mia,schulz.maier@domain.com,64,GAS,110.74,1186.5,31.46,0.42
Andreas,Lea,christine.schröder@domain.com,37,STROM,59.57,4142.44,49.51,0.4
Andreas,Lea,christine.schröder@domain.com,37,STROM,188.24,4838.28,27.7,0.27
Andreas,Lea,christine.schröder@domain.com,37,GAS,173.01,1610.83,33.4,0.46
Michael,Schröder,wagner.lena@test.com,48,GAS,124.94,2787.23,9.37,0.39
Michael,Schröder,wagner.lena@test.com,48,GAS,130.57,3045.02,9.54,0.49
Schmidt,Maier,sarah.lisa@example.com,65,STROM,102.21,2225.28,6.27,0.22
Schmidt,Böhm,müller.böhm@domain.com,20,GAS,196.41,2316.14,14.26,0.39
Schmidt,Böhm,müller.böhm@domain.com,20,STROM,85.26,1686.7,24.42,0.28
Schmidt,Böhm,müller.böhm@domain.com,20,GAS,183.23,4651.37,14.73,0.37
Schneider,Walter,michael.lena@domain.com,27,GAS,159.02,4467.36,39.06,0.45
Schneider,Walter,michael.lena@domain.com,27,GAS,23.34,2639.4,30.09,0.31
Schneider,Walter,michael.lena@domain.com,27,GAS,40.2,1081.15,22.82,0.25
Fischer,Lenz,,43,GAS,30.4,1930.97,5.59,0.21
Thomas,Sophie,fischer.emma@domain.com,63,STROM,131.69,2699.74,42.13,0.27
Thomas,Sophie,fischer.emma@domain.com,63,STROM,89.47,2176.14,34.98,0.21
Thomas,Sophie,fischer.emma@domain.com,63,STROM,35.16,2813.03,20.6,0.48
Andreas,Krüger,schneider.schröder@test.com,42,STROM,69.18,3247.32,18.96,0.4
Andreas,Krüger,schneider.schröder@test.com,42,GAS,191.87,4213.54,19.44,0.33
Weber,Lena,sarah.lenz@domain.com,79,GAS,88.77,3493.87,45.88,0.23
Katharina,Neumann,daniel.laura@domain.com,55,GAS,140.74,4047.66,49.98,0.39
Katharina,Neumann,daniel.laura@domain.com,55,STROM,196.98,4548.1,30.22,0.24
Meyer,Lea,andreas.klein@domain.com,65,GAS,40.75,1886.68,36.87,0.24
Meyer,Lea,andreas.klein@domain.com,65,GAS,166.25,2207.33,46.27,0.34
Peter,Lena,schneider.julia@example.com,60,GAS,40.6,3154.34,38.14,0.34
Peter,Lena,schneider.julia@example.com,60,STROM,144.49,4226.51,31.29,0.37
Peter,Lena,schneider.julia@example.com,60,GAS,144.92,4899.84,36.21,0.46
Schmidt,Klein,meyer.schröder@test.com,27,GAS,162.98,4101.41,35.8,0.45
Hoffmann,Böhm,katharina.emma@example.com,45,STROM,156.65,4459.69,41.51,0.26
Sarah,Hartmann,wagner.laura@example.com,88,STROM,95.41,1762.27,23.18,0.47
Sarah,Hartmann,wagner.laura@example.com,88,GAS,132.09,1278.96,27.07,0.36
Sarah,Hartmann,wagner.laura@example.com,88,STROM,51.81,4936.87,19.16,0.29
Daniel,Marie,schulz.zimmermann@test.com,51,STROM,31.11,2270.61,24.87,0.3
Daniel,Marie,schulz.zimmermann@test.com,51,STROM,93.43,4051.62,42.52,0.37
Michael,Klein,schmidt.schröder@domain.com,68,STROM,63.8,2989.98,35.92,0.23
Wagner,Böhm,katharina.zimmermann@test.com,33,GAS,47.6,4108.58,34.53,0.48
Daniel,Neumann,katharina.anna@example.com,20,GAS,86.83,4323.2,23.44,0.23
Daniel,Neumann,katharina.anna@example.com,20,STROM,41.89,4081.21,17.81,0.25
Daniel,Neumann,katharina.anna@example.com,20,GAS,110.64,2665.02,18.3,0.42
Schmidt,Lena,christine.mia@test.com,38,STROM,28.75,4664.21,17.44,0.43
Schmidt,Lena,christine.mia@test.com,38,STROM,53.91,1716.63,24.08,0.29
Klaus,Mia,wolfgang.laura@test.com,23,STROM,105.44,2001.03,7.63,0.38
Klaus,Mia,wolfgang.laura@test.com,23,GAS,172.07,3170.93,42.27,0.37
Hoffmann,Anna,,35,GAS,167.44,4951.51,37.05,0.41
Thomas,Walter,katharina.klein@domain.com,69,GAS,190.78,4766.25,23.81,0.25
Thomas,Walter,katharina.klein@domain.com,69,STROM,149.94,4517.59,42.26,0.22
Thomas,Walter,katharina.klein@domain.com,69,STROM,31.73,1774.68,45.91,0.28
Sarah,Böhm,schmidt.walter@domain.com,46,GAS,112.48,4645.41,11.33,0.4
Sarah,Böhm,schmidt.walter@domain.com,46,STROM,60.21,4169.16,23.62,0.46
Sarah,Böhm,schmidt.walter@domain.com,46,STROM,151.99,3322.63,12.5,0.23
Katharina,Krüger,meyer.sophie@example.com,18,STROM,126.64,2572.06,40.3,0.37
Katharina,Krüger,meyer.sophie@example.com,18,STROM,24.24,2548.26,28.01,0.34
Katharina,Krüger,meyer.sophie@example.com,18,STROM,93.47,1569.62,11.87,0.44
Müller,Böhm,schulz.julia@example.com,56,GAS,43.65,1161.81,42.76,0.27
Müller,Böhm,schulz.julia@example.com,56,GAS,106.84,2713.51,33.25,0.34
Müller,Böhm,schulz.julia@example.com,56,GAS,38.36,2005.22,8.73,0.26
Weber,Lisa,becker.lisa@domain.com,64,GAS,146.51,1933.69,11.37,0.47
Weber,Lisa,becker.lisa@domain.com,64,STROM,134.86,3158.71,43.55,0.42
Weber,Lisa,becker.lisa@domain.com,64,GAS,158.78,2649.83,10.69,0.37
Fischer,Marie,,75,STROM,160.13,1142.09,19.4,0.22
Fischer,Marie,,75,STROM,76.51,3025.57,40.54,0.33
Fischer,Marie,,75,GAS,90.51,1052.0,22.79,0.25
Katharina,Laura,schneider.neumann@test.com,69,STROM,187.92,3387.5,29.94,0.47
Katharina,Laura,schneider.neumann@test.com,69,STROM,27.86,1834.56,38.46,0.4
Becker,Julia,schneider.laura@domain.com,62,STROM,122.65,1161.43,36.82,0.41
Wolfgang,Klein,daniel.schröder@domain.com,63,STROM,73.0,2534.39,42.73,0.49
Wolfgang,Klein,daniel.schröder@domain.com,63,STROM,26.2,4439.59,39.16,0.28
Schneider,Mia,müller.neumann@domain.com,77,GAS,121.02,4906.54,26.6,0.34
Becker,Maier,klaus.lena@test.com,61,STROM,158.26,3901.54,45.44,0.28
Becker,Maier,klaus.lena@test.com,61,GAS,146.11,4931.48,21.16,0.27
Schmidt,Böhm,andreas.walter@test.com,62,STROM,175.04,2161.2,49.79,0.2
Schmidt,Böhm,andreas.walter@test.com,62,STROM,37.81,3820.4,28.56,0.42
Becker,Sophie,peter.emma@domain.com,69,GAS,199.65,4288.35,22.39,0.28
Becker,Sophie,peter.emma@domain.com,69,GAS,103.0,1370.55,5.99,0.37
Becker,Sophie,peter.emma@domain.com,69,GAS,116.48,4670.34,48.19,0.47
Weber,Schröder,becker.anna@domain.com,74,STROM,49.58,3145.97,19.35,0.38
Wagner,Marie,andreas.schröder@example.com,19,GAS,123.32,3968.71,17.04,0.28
Wagner,Marie,andreas.schröder@example.com,19,STROM,136.27,3787.03,29.46,0.42
Katharina,Sophie,klaus.hartmann@test.com,69,STROM,69.09,4279.93,12.57,0.49
Katharina,Sophie,klaus.hartmann@test.com,69,GAS,44.41,1140.26,32.08,0.25
Katharina,Sophie,klaus.hartmann@test.com,69,STROM,148.64,4448.85,29.88,0.28
Müller,Emma,wagner.julia@example.com,85,GAS,198.6,3307.21,32.2,0.21
Daniel,Maier,andreas.anna@domain.com,18,GAS,30.1,3857.92,18.92,0.35
Daniel,Maier,andreas.anna@domain.com,18,GAS,44.98,4112.1,37.75,0.27
Fischer,Anna,katharina.marie@domain.com,38,STROM,149.73,3455.54,19.31,0.28
Müller,Sophie,christine.lena@test.com,25,GAS,150.68,2620.87,7.13,0.43
Michael,Mia,becker.emma@domain.com,87,STROM,109.68,4348.52,30.03,0.28
Michael,Mia,becker.emma@domain.com,87,GAS,101.96,3798.37,44.37,0.31
Wolfgang,Sophie,weber.hartmann@domain.com,37,GAS,100.55,2359.27,19.57,0.41
Wolfgang,Sophie,weber.hartmann@domain.com,37,STROM,191.35,4394.45,5.82,0.47
Wolfgang,Sophie,weber.hartmann@domain.com,37,STROM,64.82,2236.05,15.03,0.22
Andreas,Laura,wolfgang.walter@test.com,28,GAS,162.31,4217.29,45.29,0.37
Peter,Lena,katharina.krüger@example.com,27,STROM,73.34,4055.11,30.75,0.35
Peter,Lena,katharina.krüger@example.com,27,STROM,144.1,3486.71,13.1,0.43
Schneider,Sophie,peter.krüger@test.com,90,STROM,157.32,3359.32,37.14,0.32
Katharina,Walter,hoffmann.krüger@domain.com,75,STROM,165.31,2776.92,29.47,0.25
Katharina,Walter,hoffmann.krüger@domain.com,75,GAS,84.39,1015.81,35.13,0.24
Katharina,Walter,hoffmann.krüger@domain.com,75,GAS,185.17,3412.12,22.15,0.4
Peter,Krüger,becker.mia@domain.com,34,GAS,61.11,2825.19,34.46,0.43
Peter,Krüger,becker.mia@domain.com,34,STROM,117.82,2194.24,32.24,0.34
Michael,Krüger,fischer.anna@example.com,58,STROM,81.89,1138.16,19.72,0.4
Michael,Krüger,fischer.anna@example.com,58,GAS,86.88,3293.03,7.28,0.24
Schneider,Lea,schneider.zimmermann@example.com,39,STROM,186.65,3946.51,48.94,0.34
Schneider,Lea,schneider.zimmermann@example.com,39,GAS,165.68,2921.28,20.1,0.49
Schneider,Lea,schneider.zimmermann@example.com,39,GAS,51.1,3026.03,39.34,0.33
Thomas,Emma,schneider.schröder@domain.com,61,STROM,49.04,3814.88,7.72,0.49
Daniel,Zimmermann,wolfgang.lena@domain.com,70,STROM,192.26,1045.27,13.71,0.48
Daniel,Zimmermann,wolfgang.lena@domain.com,70,STROM,113.99,3943.85,40.83,0.38
Daniel,Zimmermann,wolfgang.lena@domain.com,70,GAS,93.94,1527.57,13.93,0.26
Schulz,Klein,klaus.sophie@test.com,84,GAS,172.07,3437.85,30.77,0.25
Schulz,Klein,klaus.sophie@test.com,84,STROM,150.88,4939.18,40.3,0.31
Wolfgang,Lena,wolfgang.zimmermann@test.com,55,STROM,80.25,1842.66,44.12,0.35
Michael,Anna,,90,STROM,106.42,2187.31,29.36,0.37
Peter,Laura,katharina.marie@domain.com,50,STROM,186.8,2627.41,11.36,0.36
Thomas,Laura,thomas.marie@test.com,70,STROM,107.78,4300.4,49.43,0.32
Sarah,Böhm,schulz.lea@example.com,63,GAS,156.51,2017.95,45.67,0.24
Sarah,Böhm,schulz.lea@example.com,63,STROM,146.06,1319.61,43.77,0.26
Andreas,Böhm,schneider.marie@domain.com,46,STROM,158.89,2888.17,17.79,0.49
Andreas,Böhm,schneider.marie@domain.com,46,GAS,56.18,3909.78,30.26,0.31
Andreas,Böhm,schneider.marie@domain.com,46,STROM,119.26,3966.0,22.98,0.4
Wolfgang,Neumann,,55,STROM,94.03,3714.16,8.1,0.41
Sarah,Lisa,wolfgang.schröder@domain.com,68,GAS,97.37,2686.34,39.79,0.22
Sarah,Lisa,wolfgang.schröder@domain.com,68,STROM,100.2,3320.87,15.19,0.24
Fischer,Marie,fischer.klein@domain.com,23,STROM,169.39,4848.26,31.81,0.29
Wagner,Sophie,thomas.zimmermann@example.com,54,GAS,40.27,4597.38,43.76,0.37
Wagner,Sophie,thomas.zimmermann@example.com,54,STROM,80.01,2171.02,47.43,0.22
Wagner,Sophie,thomas.zimmermann@example.com,54,STROM,90.23,3723.06,20.96,0.35
Peter,Anna,thomas.maier@domain.com,84,STROM,172.54,3799.2,21.63,0.21
Peter,Anna,thomas.maier@domain.com,84,GAS,179.25,3815.97,25.53,0.33
Wolfgang,Marie,thomas.krüger@test.com,46,GAS,95.83,4966.11,22.82,0.28
Daniel,Krüger,daniel.lea@example.com,70,GAS,195.41,3189.26,21.84,0.37
Daniel,Krüger,daniel.lea@example.com,70,STROM,35.67,2796.58,27.8,0.42
Daniel,Krüger,daniel.lea@example.com,70,GAS,41.0,4218.3,14.86,0.43
Schmidt,Lisa,peter.zimmermann@example.com,23,STROM,44.79,4582.54,30.99,0.38
Schmidt,Lisa,peter.zimmermann@example.com,23,GAS,20.45,4472.77,8.42,0.3
Schmidt,Lisa,peter.zimmermann@example.com,23,GAS,193.15,2491.44,23.4,0.46
Schulz,Marie,peter.hartmann@domain.com,68,STROM,65.9,2429.61,32.54,0.47
Schulz,Marie,peter.hartmann@domain.com,68,GAS,43.5,2176.14,15.16,0.26
Schulz,Marie,peter.hartmann@domain.com,68,STROM,75.89,4225.83,30.53,0.23
Christine,Laura,klaus.neumann@test.com,20,GAS,109.66,2384.77,22.56,0.41
Müller,Emma,fischer.walter@domain.com,25,STROM,164.81,4890.92,36.0,0.24
Müller,Emma,fischer.walter@domain.com,25,GAS,41.94,3573.24,49.53,0.48
Müller,Emma,fischer.walter@domain.com,25,GAS,85.31,1242.2,48.72,0.33
Fischer,Anna,andreas.emma@domain.com,64,GAS,173.1,4107.05,14.57,0.21
Michael,Lea,peter.lea@test.com,60,GAS,77.04,1328.41,10.01,0.34
Michael,Lea,peter.lea@test.com,60,GAS,104.78,3753.66,5.73,0.23
Michael,Lea,peter.lea@test.com,60,GAS,82.22,3970.92,9.71,0.25
Michael,Laura,katharina.böhm@example.com,89,GAS,77.97,4224.97,9.2,0.25
Michael,Laura,katharina.böhm@example.com,89,STROM,93.52,3866.96,39.42,0.43
Fischer,Klein,christine.hartmann@test.com,29,STROM,157.07,3797.19,19.53,0.21
Fischer,Klein,christine.hartmann@test.com,29,STROM,97.9,3135.82,38.62,0.45
Andreas,Zimmermann,klaus.laura@example.com,29,STROM,124.65,2721.6,7.97,0.27
Schulz,Maier,fischer.mia@example.com,55,STROM,188.16,4434.07,7.05,0.48
Schulz,Maier,fischer.mia@example.com,55,GAS,100.47,3805.0,31.95,0.38
Schneider,Krüger,klaus.lena@domain.com,76,STROM,83.66,4988.46,15.03,0.43
Schneider,Krüger,klaus.lena@domain.com,76,STROM,131.96,1207.26,10.88,0.45
Schneider,Krüger,klaus.lena@domain.com,76,STROM,72.82,2875.23,18.33,0.34
Meyer,Sophie,weber.neumann@test.com,43,STROM,68.1,1293.17,12.19,0.35
Schneider,Walter,peter.lenz@test.com,48,STROM,51.65,3558.92,14.74,0.46
Andreas,Lisa,christine.zimmermann@domain.com,63,STROM,77.25,1306.71,39.31,0.25
Hoffmann,Lea,thomas.böhm@domain.com,67,GAS,173.36,3634.0,19.59,0.42
Hoffmann,Lea,thomas.böhm@domain.com,67,GAS,84.8,3207.84,6.57,0.5
Müller,Maier,,84,STROM,92.63,1307.6,7.67,0.26
Müller,Maier,,84,GAS,127.34,1922.6,20.54,0.27
Müller,Maier,,84,STROM,155.71,2926.23,19.73,0.3
Schmidt,Schröder,meyer.julia@domain.com,23,GAS,149.23,1012.56,8.82,0.48
Schmidt,Schröder,meyer.julia@domain.com,23,STROM,87.58,2049.14,42.11,0.38
Wagner,Emma,klaus.mia@domain.com,87,GAS,146.27,1813.98,33.35,0.26
Wagner,Emma,klaus.mia@domain.com,87,GAS,38.68,2667.01,13.3,0.26
Wagner,Emma,klaus.mia@domain.com,87,STROM,78.25,4857.56,21.77,0.34
Schmidt,Böhm,,21,GAS,115.48,4414.66,26.93,0.46
Andreas,Hartmann,michael.julia@test.com,24,STROM,131.09,1683.07,31.82,0.29
Andreas,Hartmann,michael.julia@test.com,24,GAS,173.97,4458.1,32.3,0.38
Schulz,Julia,wagner.lea@example.com,83,GAS,138.63,2094.6,6.15,0.37
Schulz,Julia,wagner.lea@example.com,83,STROM,141.7,4485.7,48.43,0.24
Schulz,Julia,wagner.lea@example.com,83,GAS,192.43,2060.61,15.07,0.47
Michael,Hartmann,,67,STROM,24.03,2688.7,36.54,0.27
Michael,Hartmann,,67,STROM,64.42,4945.25,5.48,0.49
Michael,Hartmann,,67,GAS,115.95,3602.47,6.86,0.2
Klaus,Zimmermann,michael.lea@test.com,49,STROM,65.46,3438.5,49.65,0.21
Andreas,Maier,,35,STROM,146.67,1835.92,48.78,0.34
Schulz,Lena,schneider.sophie@test.com,51,STROM,114.29,4396.06,19.0,0.2
Schulz,Lena,schneider.sophie@test.com,51,GAS,31.09,1717.23,45.66,0.46
Becker,Lenz,sarah.schröder@test.com,73,GAS,116.75,4071.6,19.18,0.5
Becker,Lenz,sarah.schröder@test.com,73,GAS,123.86,2623.73,34.54,0.2
Daniel,Neumann,,27,STROM,25.6,4116.8,14.02,0.44
Daniel,Neumann,,27,GAS,72.23,1723.32,43.78,0.37
Daniel,Neumann,,27,STROM,68.07,3401.32,7.13,0.42
Hoffmann,Maier,weber.walter@example.com,62,STROM,185.09,3552.99,44.72,0.44
Hoffmann,Maier,weber.walter@example.com,62,STROM,157.58,4027.36,41.82,0.4
Hoffmann,Maier,weber.walter@example.com,62,STROM,84.3,2820.32,29.76,0.35
Müller,Schröder,hoffmann.emma@domain.com,79,GAS,100.53,3913.08,9.19,0.32
Schulz,Marie,schulz.marie@example.com,23,STROM,108.83,3989.87,35.72,0.47
Weber,Klein,schmidt.hartmann@domain.com,86,GAS,177.21,3724.58,16.45,0.46
Weber,Klein,schmidt.hartmann@domain.com,86,STROM,175.35,3704.91,11.68,0.22
Weber,Emma,wolfgang.mia@example.com,76,GAS,123.36,4590.45,6.67,0.5
Weber,Emma,wolfgang.mia@example.com,76,STROM,178.79,3004.36,19.53,0.5
Michael,Zimmermann,wolfgang.schröder@test.com,23,GAS,178.63,1975.27,12.23,0.45
Meyer,Sophie,becker.marie@domain.com,31,GAS,101.5,2905.3,30.01,0.45
Schneider,Böhm,klaus.anna@domain.com,43,STROM,141.86,3234.12,34.9,0.37
Klaus,Lenz,,71,GAS,53.71,2871.63,16.71,0.44
Klaus,Lenz,,71,GAS,185.63,4645.92,46.66,0.33
Christine,Lenz,schneider.marie@example.com,67,GAS,155.35,2469.65,13.7,0.42
Christine,Lenz,schneider.marie@example.com,67,GAS,51.12,4076.46,19.04,0.34
Christine,Lenz,schneider.marie@example.com,67,STROM,186.75,1697.0,26.07,0.2
Wolfgang,Sophie,andreas.zimmermann@example.com,81,STROM,49.99,2269.01,49.94,0.38
Schulz,Böhm,,27,GAS,41.44,2298.36,48.04,0.44
Wagner,Lena,klaus.emma@test.com,46,GAS,61.12,4542.1,41.8,0.2
Hoffmann,Mia,schulz.maier@example.com,32,STROM,129.35,4833.78,48.05,0.45
Hoffmann,Mia,schulz.maier@example.com,32,STROM,30.98,1465.29,47.89,0.46
Hoffmann,Mia,schulz.maier@example.com,32,STROM,82.18,3060.65,34.01,0.26
Wagner,Lena,weber.sophie@domain.com,47,STROM,68.04,1831.69,5.61,0.36
Wagner,Lena,weber.sophie@domain.com,47,STROM,137.93,2532.71,18.27,0.3
Wagner,Lena,weber.sophie@domain.com,47,GAS,156.82,4251.85,20.08,0.41
Thomas,Lea,hoffmann.lenz@example.com,34,GAS,195.0,1561.1,12.28,0.48
Thomas,Lea,hoffmann.lenz@example.com,34,GAS,194.34,2159.63,23.06,0.45
Klaus,Maier,weber.marie@test.com,58,STROM,88.45,2472.94,29.71,0.23
Klaus,Maier,weber.marie@test.com,58,GAS,161.84,1995.93,46.99,0.31
Katharina,Marie,wolfgang.krüger@domain.com,69,GAS,48.93,1866.39,25.29,0.29
Michael,Lena,,82,STROM,23.31,4432.19,36.64,0.32
Schulz,Anna,andreas.anna@example.com,76,GAS,155.19,1918.98,25.57,0.46
Thomas,Julia,schulz.krüger@domain.com,18,GAS,113.65,3801.02,11.41,0.47
Thomas,Julia,schulz.krüger@domain.com,18,STROM,43.25,1012.15,11.51,0.3
Thomas,Julia,schulz.krüger@domain.com,18,GAS,99.31,3751.49,19.72,0.5
Meyer,Laura,schmidt.böhm@domain.com,34,GAS,105.82,1377.71,28.35,0.39
Schulz,Anna,müller.maier@domain.com,84,STROM,86.91,3909.05,19.72,0.47
Schulz,Anna,müller.maier@domain.com,84,STROM,179.09,4601.09,11.64,0.33
Katharina,Mia,daniel.walter@domain.com,60,GAS,48.56,4226.67,8.03,0.49
Katharina,Mia,daniel.walter@domain.com,60,GAS,114.44,2930.38,48.77,0.41
Andreas,Hartmann,becker.klein@example.com,57,STROM,54.48,3092.08,5.54,0.44
Andreas,Hartmann,becker.klein@example.com,57,STROM,55.97,4240.34,27.78,0.33
Andreas,Hartmann,becker.klein@example.com,57,GAS,134.4,1471.72,25.06,0.33
Schneider,Walter,sarah.böhm@test.com,50,STROM,136.57,2327.21,42.71,0.36
Wolfgang,Zimmermann,schulz.lena@example.com,42,GAS,91.46,1745.55,31.01,0.49
Wolfgang,Zimmermann,schulz.lena@example.com,42,GAS,168.5,1423.25,14.15,0.35
Hoffmann,Krüger,andreas.klein@test.com,39,STROM,103.14,3320.03,17.61,0.29
Hoffmann,Krüger,andreas.klein@test.com,39,GAS,61.78,1631.24,18.76,0.46
Hoffmann,Krüger,andreas.klein@test.com,39,GAS,34.22,1371.33,12.52,0.5
Katharina,Krüger,thomas.hartmann@example.com,86,GAS,73.71,3826.14,24.96,0.48
Meyer,Emma,meyer.sophie@domain.com,50,STROM,125.1,4724.31,42.51,0.25
Meyer,Emma,meyer.sophie@domain.com,50,GAS,193.43,1754.86,41.95,0.28
Schulz,Lenz,thomas.julia@test.com,42,STROM,82.06,3467.88,39.68,0.46
Schulz,Lenz,schmidt.böhm@example.com,32,GAS,82.05,3520.65,37.8,0.23
Schulz,Lenz,schmidt.böhm@example.com,32,STROM,193.84,2318.43,46.66,0.22
Klaus,Lisa,peter.maier@example.com,50,GAS,161.01,4877.67,20.21,0.45
Müller,Böhm,klaus.krüger@test.com,40,GAS,64.39,4866.03,34.72,0.44
Müller,Böhm,klaus.krüger@test.com,40,STROM,41.52,3824.25,28.23,0.26
Klaus,Emma,christine.böhm@domain.com,45,GAS,51.56,1438.19,27.26,0.27
Klaus,Emma,christine.böhm@domain.com,45,STROM,129.62,1810.83,28.63,0.42
Müller,Neumann,katharina.zimmermann@domain.com,73,STROM,150.58,1799.17,15.05,0.44
Müller,Neumann,katharina.zimmermann@domain.com,73,GAS,183.78,3258.47,20.49,0.46
Müller,Neumann,katharina.zimmermann@domain.com,73,STROM,57.58,4144.54,27.75,0.26
Wagner,Anna,michael.neumann@test.com,40,STROM,56.36,2323.13,34.95,0.29
Wagner,Anna,michael.neumann@test.com,40,GAS,104.17,4148.43,23.49,0.5
Wagner,Laura,schulz.lea@domain.com,64,STROM,154.5,3704.92,33.13,0.45
Michael,Schröder,wolfgang.mia@example.com,89,GAS,123.75,1262.43,22.53,0.45
Michael,Schröder,wolfgang.mia@example.com,89,GAS,57.02,3173.18,47.45,0.3
Michael,Schröder,wolfgang.mia@example.com,89,STROM,193.23,3811.62,17.69,0.21
Wolfgang,Krüger,katharina.schröder@test.com,28,STROM,86.01,4357.46,46.02,0.37
Wolfgang,Krüger,katharina.schröder@test.com,28,GAS,187.44,1497.07,7.06,0.35
Weber,Sophie,becker.walter@example.com,59,STROM,72.08,2475.39,29.94,0.2
Weber,Sophie,becker.walter@example.com,59,GAS,143.07,1311.94,42.77,0.31
Daniel,Marie,,27,GAS,151.81,2643.13,31.71,0.43
Daniel,Marie,,27,GAS,71.14,2589.82,5.39,0.47
Christine,Neumann,fischer.lena@domain.com,80,STROM,94.14,2181.63,31.41,0.41
Christine,Neumann,fischer.lena@domain.com,80,STROM,59.86,1817.96,44.17,0.34
Christine,Neumann,fischer.lena@domain.com,80,STROM,25.52,1544.72,43.18,0.26
Peter,Klein,peter.laura@domain.com,22,STROM,57.14,3797.27,12.7,0.34
Peter,Klein,peter.laura@domain.com,22,GAS,53.95,4279.41,14.25,0.24
Meyer,Julia,meyer.hartmann@test.com,50,GAS,127.32,4609.37,13.93,0.28
Weber,Hartmann,meyer.walter@example.com,57,GAS,135.22,3779.02,30.52,0.42
Weber,Hartmann,meyer.walter@example.com,57,GAS,182.22,3058.24,29.73,0.33
Michael,Schröder,wolfgang.anna@test.com,19,GAS,76.78,1575.91,25.31,0.5
Michael,Schröder,wolfgang.anna@test.com,19,STROM,81.49,2936.37,23.44,0.37
Christine,Laura,daniel.laura@test.com,33,STROM,60.22,3279.92,11.27,0.32
Christine,Laura,daniel.laura@test.com,33,GAS,149.28,2998.62,20.66,0.47
Hoffmann,Böhm,thomas.böhm@domain.com,54,STROM,142.88,2578.13,44.86,0.24
Hoffmann,Böhm,thomas.böhm@domain.com,54,GAS,60.78,2356.85,47.42,0.28
Wolfgang,Lisa,fischer.lea@example.com,63,STROM,150.43,4222.17,30.94,0.31
Wolfgang,Lisa,fischer.lea@example.com,63,STROM,131.68,2498.36,25.85,0.41
Wolfgang,Lisa,fischer.lea@example.com,63,STROM,184.99,2334.91,41.69,0.24
Michael,Neumann,hoffmann.zimmermann@example.com,52,GAS,196.67,1030.11,47.43,0.49
Michael,Sophie,meyer.anna@domain.com,44,STROM,189.83,2223.65,40.69,0.4
Michael,Sophie,meyer.anna@domain.com,44,GAS,86.49,1875.84,48.71,0.43
Michael,Sophie,meyer.anna@domain.com,44,STROM,196.99,1318.41,10.55,0.27
Wolfgang,Neumann,,22,STROM,146.83,2035.05,7.47,0.39
Wolfgang,Neumann,,22,GAS,74.26,2855.39,9.31,0.36
Wolfgang,Neumann,,22,GAS,20.3,1954.57,10.32,0.3
Klaus,Emma,schmidt.marie@example.com,59,STROM,83.51,1408.86,36.97,0.26
Klaus,Emma,schmidt.marie@example.com,59,STROM,53.84,4257.04,39.55,0.39
Weber,Hartmann,peter.neumann@example.com,87,GAS,40.59,1088.72,23.32,0.24
